Categories,Descriptions,PdDistricts,Months,Day,TimeOfDay,ZipCode,Resolutions
15,39,3,0,6,1,94110,0
6,25,2,0,6,1,94112,1
15,39,0,0,6,1,94158,0
4,13,7,3,5,3,94102,1
6,1,2,3,1,0,94134,1
11,34,2,3,1,0,94134,1
8,37,2,7,3,2,94134,0
15,25,3,7,2,0,94110,0
13,22,6,7,3,2,94115,1
14,33,3,7,2,1,94102,1
7,25,3,7,3,0,94110,0
15,39,3,7,3,0,94110,0
9,25,7,3,3,3,94105,1
3,25,7,3,3,3,94105,1
6,25,9,3,4,2,94102,1
0,25,3,4,0,2,94102,1
0,35,3,4,0,2,94102,1
7,25,3,4,0,2,94102,1
6,2,0,3,1,1,94124,1
6,25,5,7,3,0,94117,0
4,12,1,3,1,0,94108,1
10,6,0,3,1,1,94158,1
11,34,0,3,1,1,94158,1
8,23,8,3,3,1,94116,1
15,39,9,3,1,1,94103,0
8,25,7,3,1,0,94103,0
8,25,7,3,1,0,94103,0
4,26,7,3,1,0,94103,1
4,13,7,3,2,1,94103,1
1,25,0,3,0,0,94158,1
13,22,0,3,3,0,94124,1
8,36,8,3,1,1,94127,0
4,16,8,3,1,1,94127,1
13,22,4,3,3,1,94123,1
4,29,1,7,3,0,94111,1
8,20,2,7,4,0,94131,1
14,32,6,7,3,2,94118,1
16,25,7,7,3,0,94103,0
16,25,7,7,3,0,94103,0
15,25,9,7,3,0,94103,0
5,24,2,7,2,0,94112,1
5,10,2,7,2,0,94112,1
6,25,0,0,6,2,94124,1
15,8,3,0,4,3,94110,0
8,37,3,0,4,3,94110,0
6,25,4,0,4,3,94109,1
6,19,1,1,2,2,94109,1
6,19,4,1,3,3,94109,1
5,10,7,4,4,0,94103,1
6,25,8,4,0,2,94116,1
8,23,0,4,0,2,94124,1
5,25,5,3,1,2,94117,1
5,10,5,3,1,2,94117,1
0,3,7,3,1,1,94105,1
7,25,4,3,1,1,94117,1
6,25,4,3,1,1,94117,1
6,25,4,3,1,1,94117,1
8,25,4,3,1,1,94115,0
8,31,4,3,1,1,94115,0
14,32,3,3,1,1,94110,1
3,25,3,3,1,1,94110,0
14,25,3,7,2,0,94114,1
4,27,7,7,1,2,94103,1
4,27,6,7,3,1,94118,1
6,2,8,7,3,1,94122,1
0,3,7,4,0,2,94105,1
11,18,9,4,0,2,94102,1
0,25,2,4,6,1,94110,1
7,25,0,3,5,3,94110,1
0,3,3,3,5,3,94103,0
15,39,3,3,5,3,94103,0
2,25,4,3,5,3,94123,0
15,8,4,3,5,3,94123,0
13,21,4,3,5,3,94109,0
8,9,1,0,6,2,94111,1
8,36,0,0,4,0,94158,0
0,0,4,7,1,1,94102,1
8,37,6,7,3,1,94118,0
11,34,7,0,4,0,94103,1
4,27,1,0,4,0,94111,1
16,25,0,0,4,0,94158,0
7,25,0,0,4,0,94158,0
12,38,4,0,4,0,94102,0
6,11,7,3,5,3,94103,1
8,25,7,3,5,3,94103,1
11,34,9,3,5,3,94102,1
1,25,7,7,1,3,94103,1
1,25,0,7,3,3,94110,1
15,39,3,7,1,3,94110,0
12,38,0,7,1,3,94107,0
6,2,1,7,1,3,94105,1
4,25,7,7,1,3,94104,1
3,5,0,4,4,1,94107,1
6,25,3,4,0,2,94114,0
7,25,8,4,0,2,94122,0
7,25,8,4,0,2,94122,0
8,25,8,4,0,2,94122,0
5,24,8,4,4,2,94116,1
4,14,7,4,2,1,94103,1
6,19,3,4,5,2,94110,1
12,38,3,4,0,0,94110,1
11,34,3,4,4,0,94103,1
3,5,3,3,5,2,94110,1
4,13,7,3,3,0,94103,1
7,25,5,3,5,2,94117,1
6,2,5,3,5,2,94117,1
14,32,6,3,1,0,94118,1
1,25,2,3,5,2,94110,1
0,3,3,3,5,2,94110,0
3,25,1,3,6,0,94108,1
4,27,0,3,1,1,94134,1
4,13,2,7,1,2,94110,1
13,22,7,7,1,2,94103,1
4,13,7,7,3,0,94105,1
1,25,3,7,2,0,94110,1
6,19,9,7,1,2,94102,1
5,24,0,7,6,2,94107,1
8,37,0,4,0,0,94124,0
8,36,0,4,0,0,94110,0
11,34,0,4,6,2,94124,1
4,12,8,4,4,0,94132,1
4,16,1,4,4,0,94111,1
1,25,7,4,4,1,94103,1
8,7,2,4,0,0,94112,0
2,25,9,4,0,0,94102,0
15,8,9,4,0,0,94102,0
7,25,3,3,6,2,94110,1
7,25,3,3,6,2,94110,1
8,7,6,3,5,0,94122,0
6,25,7,7,3,1,94103,1
4,13,2,7,2,1,94127,1
0,3,6,7,1,2,94118,1
6,25,5,7,1,2,94117,1
1,25,1,7,3,2,94109,1
4,26,7,7,1,2,94105,1
11,34,3,3,0,0,94110,1
15,39,7,3,5,0,94103,0
3,25,4,3,3,3,94109,1
4,25,1,7,1,3,94111,1
8,37,3,7,1,0,94110,0
8,36,3,7,1,0,94110,0
3,5,7,4,1,0,94102,1
6,19,7,4,1,0,94102,1
4,27,4,4,0,2,94115,1
4,13,4,4,0,2,94115,1
7,25,2,4,0,2,94134,1
4,26,5,4,0,2,94117,1
1,25,3,4,1,0,94110,1
1,25,6,4,4,0,94122,1
3,25,8,4,4,2,94116,1
5,24,5,4,2,3,94114,1
4,28,4,11,6,1,94117,1
14,32,3,4,1,1,94110,1
4,27,4,4,0,0,94102,1
8,25,3,4,3,2,94110,1
8,25,1,3,5,0,94111,0
8,37,1,3,5,0,94111,0
0,3,7,3,5,1,94103,0
9,25,7,3,5,1,94102,1
0,0,7,3,5,1,94102,1
4,27,4,3,3,2,94109,1
8,7,8,3,5,1,94122,0
4,26,1,3,0,2,94108,1
0,3,7,4,3,1,94103,1
13,25,7,4,0,0,94102,0
7,25,9,3,5,1,94103,0
15,39,9,3,5,1,94103,0
6,11,1,3,5,1,94108,1
0,35,8,3,3,1,94116,1
6,2,2,3,5,1,94131,1
13,25,4,3,5,1,94109,0
11,34,3,3,1,2,94114,1
0,3,3,3,5,1,94114,1
13,22,3,0,0,0,94110,0
14,32,0,0,0,0,94158,1
4,28,7,10,3,2,94103,1
4,26,4,3,3,3,94109,1
1,25,2,3,5,2,94110,1
3,25,3,3,5,1,94114,1
14,32,9,7,1,2,94103,1
7,25,6,7,4,2,94118,1
6,1,1,7,1,0,94111,1
1,25,7,7,3,0,94105,1
0,25,4,7,1,2,94102,1
13,22,4,7,1,2,94102,1
8,37,3,7,1,0,94102,0
8,36,3,7,1,0,94102,0
1,25,7,0,0,1,94102,1
15,39,0,4,0,0,94124,1
0,3,5,4,0,0,94117,1
4,29,5,4,0,0,94117,1
8,25,5,4,0,0,94117,1
6,19,1,4,0,2,94108,1
11,18,6,3,6,3,94122,1
4,27,2,3,6,3,94131,1
1,25,4,3,6,3,94115,0
1,25,4,3,6,3,94115,0
6,25,9,3,6,2,94102,0
8,37,3,3,6,2,94103,0
8,36,3,3,6,2,94103,0
14,32,6,3,5,1,94118,1
4,13,9,7,1,1,94103,1
0,35,5,7,1,0,94115,1
8,36,4,7,1,1,94109,1
6,1,5,7,1,0,94115,1
6,25,3,7,1,1,94102,1
1,25,6,4,4,1,94122,1
13,21,6,4,4,1,94122,1
7,25,1,4,0,0,94111,0
15,39,1,4,0,0,94111,0
6,1,3,4,0,0,94110,1
6,19,3,4,2,1,94110,1
0,4,2,4,0,0,94112,0
13,21,2,4,0,0,94112,0
15,39,2,4,0,0,94112,0
2,30,3,4,0,0,94102,0
6,19,7,10,4,2,94104,1
6,11,4,3,2,0,94102,1
8,37,7,7,5,3,94103,0
13,25,2,7,5,3,94112,0
7,25,1,0,2,2,94109,0
8,7,0,0,2,2,94124,0
14,32,2,0,0,1,94131,1
4,27,7,0,2,2,94103,1
7,25,7,0,2,3,94103,1
0,25,7,0,2,3,94103,1
6,19,1,10,3,3,94108,1
13,21,8,9,5,1,94122,1
13,21,4,9,6,1,94117,1
4,13,4,9,0,1,94115,1
4,26,7,3,5,1,94104,1
3,5,7,3,5,1,94104,1
14,25,5,3,5,0,94117,1
8,7,0,3,6,0,94110,0
4,27,0,3,5,1,94134,1
6,2,3,3,6,0,94102,1
4,25,9,3,5,0,94108,1
15,39,4,3,6,0,94123,0
8,37,4,3,6,0,94109,0
15,39,7,3,6,2,94103,0
4,13,7,9,5,2,94103,1
4,25,2,3,6,2,94110,1
8,25,2,3,6,2,94110,1
8,20,9,3,6,0,94103,1
6,19,7,3,5,3,94105,1
16,25,0,7,5,2,94124,0
0,17,0,7,5,2,94124,0
14,25,3,7,1,0,94110,1
6,25,4,7,5,2,94115,1
8,36,1,7,5,2,94108,0
14,32,5,7,1,1,94122,1
8,37,8,7,5,2,94127,0
6,2,5,0,2,2,94115,1
8,23,7,0,2,0,94108,1
7,25,3,4,0,0,94110,0
3,5,4,4,3,2,94102,1
10,25,2,4,0,0,94112,1
4,27,1,4,0,0,94104,1
14,32,8,4,4,0,94122,1
8,37,7,4,0,0,94103,0
13,25,1,4,0,0,94111,1
14,25,3,4,0,2,94110,1
4,28,1,9,0,2,94104,1
5,24,8,3,6,0,94132,1
5,10,8,3,6,0,94132,1
5,24,9,3,5,2,94103,1
4,16,7,3,1,1,94105,1
11,34,2,3,5,0,94112,1
3,5,7,3,3,0,94102,1
4,27,2,3,6,0,94110,1
4,26,7,3,5,0,94102,1
4,27,0,3,6,2,94134,1
13,22,0,3,6,2,94134,1
0,0,7,0,2,1,94103,1
8,36,1,3,6,0,94123,0
4,27,4,3,6,2,94115,1
16,25,3,3,6,0,94102,0
0,35,3,3,6,0,94102,0
6,2,3,3,6,0,94110,1
0,25,9,4,5,0,94103,1
14,32,2,4,0,2,94112,1
0,3,7,4,0,0,94104,1
6,25,5,3,6,0,94117,1
0,3,2,3,6,0,94112,0
4,13,6,3,6,0,94122,1
15,8,1,3,6,0,94104,1
15,39,1,3,6,0,94104,1
8,25,7,3,6,0,94103,0
2,25,7,3,6,0,94103,0
3,25,7,3,6,0,94103,0
6,19,8,9,0,2,94122,1
4,13,7,9,2,0,94103,1
1,25,7,3,6,2,94102,1
6,25,5,3,6,0,94117,0
15,8,9,3,6,0,94108,0
4,13,3,3,6,0,94103,1
12,38,1,0,3,2,94104,1
4,13,0,9,2,1,94134,1
4,13,4,9,2,0,94102,1
13,22,4,7,5,0,94109,1
7,25,6,7,4,1,94118,1
13,21,0,0,3,0,94134,0
11,18,8,0,3,0,94122,1
13,25,3,0,3,0,94110,1
8,25,1,0,3,0,94111,0
8,25,7,4,0,1,94103,0
8,25,7,4,0,1,94158,0
7,25,7,4,0,1,94158,0
6,1,7,4,0,1,94103,1
8,23,7,4,0,1,94103,1
1,25,0,4,0,2,94158,1
0,3,7,4,6,0,94102,1
8,7,2,4,0,1,94112,0
13,21,2,4,0,3,94112,1
13,22,2,4,0,3,94112,1
8,25,1,4,0,1,94108,0
8,20,0,3,1,2,94134,1
8,25,8,3,6,1,94122,1
4,13,7,3,6,0,94105,1
4,27,6,3,6,0,94118,1
16,25,3,3,6,1,94110,1
0,0,4,3,6,1,94102,0
0,25,4,3,6,1,94102,0
0,25,4,3,6,1,94102,0
0,3,2,4,0,1,94112,1
0,17,4,3,6,1,94102,0
0,35,4,3,6,1,94102,0
0,25,4,3,6,1,94102,0
1,25,7,3,3,1,94105,1
4,25,7,3,3,1,94105,1
14,25,5,3,3,0,94117,1
1,25,9,3,6,0,94103,1
4,13,6,3,6,1,94118,1
4,13,7,3,6,1,94158,1
8,25,0,3,6,0,94158,1
6,19,7,2,3,0,94103,1
14,32,2,3,3,1,94112,1
9,25,2,3,6,1,94110,1
6,2,3,3,6,1,94110,1
16,25,0,3,6,1,94124,0
11,34,9,4,1,1,94103,1
0,3,8,3,6,1,94132,1
3,5,4,3,0,1,94109,1
4,25,4,3,0,1,94109,1
4,27,0,3,6,1,94124,1
0,0,2,3,6,1,94134,0
0,25,8,3,6,1,94132,0
10,25,2,3,6,0,94131,1
10,6,3,3,4,3,94110,0
1,25,4,3,4,3,94109,1
7,25,7,7,5,3,94103,1
11,34,1,7,5,0,94111,1
4,26,3,7,5,0,94110,1
1,25,2,7,5,0,94110,1
5,25,2,0,1,3,94134,1
15,8,3,0,1,3,94110,0
4,13,2,2,1,1,94112,1
6,19,8,3,4,1,94116,1
11,34,4,0,1,2,94123,1
0,3,7,4,0,1,94104,1
13,21,7,4,0,1,94104,1
1,25,3,4,0,0,94110,1
8,7,2,4,0,1,94134,0
15,39,4,4,0,1,94109,0
5,25,7,4,0,2,94130,1
4,13,4,4,0,1,94102,1
8,7,3,4,2,3,94110,0
7,25,0,4,0,1,94134,1
8,7,7,4,2,3,94158,0
3,5,4,4,3,2,94102,1
7,25,3,3,4,2,94110,1
10,25,3,3,4,2,94110,1
8,25,7,7,5,1,94103,1
1,25,6,3,0,2,94118,1
1,25,3,7,3,0,94114,1
3,25,3,7,3,0,94114,1
3,5,3,7,3,0,94114,1
15,8,9,7,5,1,94103,0
6,25,9,3,6,2,94108,1
11,18,7,3,4,2,94103,1
7,25,8,3,6,0,94122,1
6,25,3,3,4,2,94114,0
15,39,5,3,4,2,94114,1
11,34,5,4,0,0,94117,1
4,27,3,4,2,3,94114,1
8,36,9,4,2,3,94108,0
8,36,5,3,4,2,94114,0
0,3,3,3,4,2,94110,1
13,22,7,3,0,2,94103,1
0,3,4,3,5,2,94109,1
6,2,6,7,5,1,94115,1
1,25,5,7,0,1,94118,1
4,29,6,7,5,1,94118,1
4,12,3,3,4,2,94110,1
6,2,4,3,4,0,94102,1
0,35,2,3,5,1,94112,1
6,19,3,7,6,3,94110,1
8,23,3,7,6,3,94110,1
5,24,5,7,5,0,94117,1
5,10,5,7,5,0,94117,1
4,25,4,7,6,3,94109,1
15,8,4,7,6,3,94109,0
5,24,7,4,0,1,94158,1
2,30,8,7,6,2,94122,0
6,2,4,7,6,2,94102,1
8,25,9,0,1,0,94102,1
8,36,9,0,1,0,94102,1
4,13,6,0,1,0,94118,1
9,25,3,0,1,0,94110,1
11,25,9,0,0,0,94103,1
14,25,5,0,4,2,94117,1
1,25,8,3,4,2,94116,0
1,25,7,3,4,3,94105,0
8,25,7,3,4,3,94105,0
1,25,2,7,5,0,94131,1
8,7,2,7,6,2,94112,1
4,13,1,7,5,0,94104,1
7,25,0,7,6,2,94124,1
4,27,6,7,6,2,94118,1
8,25,4,7,6,3,94117,1
5,10,7,4,2,0,94103,1
15,39,8,4,4,0,94132,0
15,8,1,3,4,0,94104,0
15,39,1,3,4,0,94104,0
6,25,5,3,4,0,94117,0
1,25,3,3,6,3,94102,1
5,24,5,3,4,0,94118,1
5,10,5,3,4,0,94118,1
6,19,3,3,3,1,94110,1
8,23,4,3,4,0,94102,1
4,14,7,3,4,0,94103,1
6,25,5,3,4,2,94117,1
8,36,2,3,4,0,94134,0
3,25,7,6,5,0,94103,1
14,25,0,3,4,2,94134,1
9,25,0,3,4,0,94124,0
8,25,0,3,4,0,94124,0
8,25,7,3,6,1,94105,1
13,25,7,3,6,1,94105,1
1,25,1,3,4,0,94104,0
7,25,1,3,4,0,94104,0
8,25,1,3,4,0,94104,0
8,9,5,3,6,0,94114,1
10,25,0,3,4,0,94124,0
7,25,0,3,4,0,94124,0
5,24,7,1,4,1,94103,1
13,22,8,3,6,0,94122,1
8,25,7,3,4,0,94103,0
4,29,4,3,4,0,94123,0
6,2,7,3,4,0,94104,1
1,25,5,3,4,0,94131,1
6,2,2,3,4,0,94112,1
7,25,5,3,4,0,94117,1
6,2,5,3,4,0,94117,1
4,26,4,4,5,0,94102,1
1,25,4,3,4,0,94102,1
14,25,7,3,4,2,94102,1
1,25,5,3,4,0,94131,1
6,19,1,3,4,0,94108,1
10,25,0,3,4,1,94134,1
6,1,4,7,6,2,94109,1
4,13,7,7,5,1,94103,1
8,25,8,7,6,0,94122,0
1,25,3,7,6,0,94131,1
4,29,9,7,6,2,94108,0
14,32,2,7,6,3,94134,1
0,17,2,3,4,1,94131,0
8,25,5,3,4,3,94117,1
8,7,4,3,4,1,94102,0
1,25,0,3,4,1,94124,0
15,25,0,3,4,1,94124,0
11,34,7,3,6,0,94105,1
0,3,3,0,5,2,94117,1
1,25,1,3,4,0,94108,1
8,25,0,3,0,3,94124,0
0,25,4,3,0,3,94123,1
8,25,9,3,0,3,94108,0
15,8,5,3,0,3,94117,0
1,25,4,3,4,0,94109,0
6,25,8,4,3,1,94122,1
16,25,8,3,4,2,94116,1
14,25,3,3,4,0,94110,1
1,25,3,3,4,1,94110,1
15,39,0,3,0,2,94110,0
7,25,0,3,0,2,94110,0
8,25,7,8,4,1,94103,0
7,25,7,8,4,1,94103,0
5,10,4,0,3,0,94117,1
15,39,9,0,5,2,94108,0
14,25,3,0,1,1,94117,1
9,25,1,4,2,3,94108,0
0,25,1,4,2,3,94108,0
8,25,1,4,2,3,94108,0
7,25,4,4,2,3,94102,0
8,37,4,4,2,3,94102,0
8,7,4,4,2,3,94102,0
8,36,3,4,2,3,94110,0
8,25,4,4,2,3,94102,0
4,25,7,4,0,1,94103,1
4,14,6,3,0,3,94118,1
14,25,2,3,4,1,94110,1
0,3,0,3,3,0,94124,1
0,35,5,7,6,0,94117,0
2,25,9,7,6,2,94103,1
16,25,2,7,6,1,94110,0
16,25,2,7,6,1,94110,0
16,25,2,7,6,1,94110,0
6,1,1,7,6,1,94109,1
7,25,2,7,6,2,94112,1
4,26,4,7,6,1,94102,0
13,25,3,0,5,0,94102,1
1,25,4,0,5,2,94102,0
7,25,4,0,5,2,94102,0
15,39,4,0,5,2,94102,0
14,33,5,3,5,0,94117,1
4,27,1,3,0,2,94111,1
8,25,7,3,1,0,94108,0
4,13,1,7,6,1,94108,1
4,12,7,7,6,1,94102,1
0,3,2,7,6,1,94110,1
6,25,3,7,6,1,94114,0
6,25,3,7,6,1,94114,0
7,25,0,7,4,3,94124,1
0,25,1,0,5,0,94104,1
13,21,4,0,5,0,94109,0
6,25,7,0,5,0,94103,1
15,39,1,0,5,0,94108,0
6,2,0,4,2,3,94158,0
4,13,1,4,0,3,94111,1
14,32,1,4,2,3,94104,1
0,3,4,4,2,3,94109,1
1,25,7,4,2,3,94102,1
0,25,0,4,2,3,94124,0
0,17,0,4,2,3,94124,0
0,25,9,4,2,2,94102,1
13,22,9,4,2,2,94102,1
8,25,7,4,2,3,94103,0
4,16,4,3,4,0,94123,1
3,5,4,3,4,0,94123,1
8,25,0,3,0,0,94124,0
7,25,4,7,4,2,94115,0
14,32,3,7,6,1,94102,1
15,39,1,7,4,2,94104,0
4,25,6,7,6,2,94118,1
8,36,3,7,4,2,94110,0
2,25,7,7,4,2,94102,0
0,35,6,3,0,0,94118,1
4,13,1,3,0,0,94111,1
6,2,2,3,0,0,94112,1
13,25,4,7,4,2,94102,1
6,19,7,7,6,0,94105,1
6,25,0,7,4,2,94158,1
3,5,8,7,2,2,94122,1
6,2,8,7,4,2,94127,1
11,18,4,7,4,2,94102,1
6,19,5,3,0,0,94115,1
13,22,0,7,6,1,94124,1
4,28,4,7,6,0,94115,1
8,25,9,7,4,2,94102,0
16,25,8,0,3,2,94116,0
0,35,8,0,3,2,94116,0
15,8,9,0,6,2,94102,0
8,20,2,4,2,2,94112,1
1,25,8,4,4,0,94132,1
6,1,6,4,4,2,94122,1
4,25,2,3,2,3,94110,1
4,25,0,3,2,3,94134,1
14,25,0,3,2,3,94134,1
13,22,0,3,2,3,94134,1
8,25,6,3,2,3,94122,0
13,25,7,3,2,3,94102,1
6,25,3,3,2,3,94114,1
8,37,8,3,2,2,94112,0
1,25,3,3,2,2,94110,1
13,25,4,3,0,0,94123,1
1,25,6,3,2,3,94118,1
1,25,7,3,0,2,94103,1
14,33,7,3,4,1,94102,1
6,25,7,3,4,1,94102,1
5,10,3,3,2,2,94103,1
2,25,0,3,2,2,94124,0
2,25,0,3,2,2,94124,0
2,25,0,3,2,2,94124,0
1,25,8,3,0,1,94116,1
8,25,3,4,2,2,94110,0
6,11,6,4,0,1,94122,1
0,3,3,4,6,1,94110,1
0,25,3,4,6,1,94110,1
4,29,7,4,2,2,94104,0
11,18,7,4,2,2,94104,0
13,22,7,4,2,2,94103,1
2,25,0,4,2,2,94124,0
15,39,0,4,2,2,94124,0
4,25,8,4,0,1,94122,1
4,13,0,3,6,0,94158,1
15,39,9,3,2,2,94103,0
2,30,1,3,2,2,94108,0
7,25,1,3,2,2,94108,0
4,13,1,3,2,2,94111,1
0,35,3,3,2,2,94110,1
0,3,7,3,2,2,94103,1
4,28,5,3,0,0,94115,1
4,27,4,3,2,2,94102,1
0,25,6,3,2,2,94118,0
8,31,6,3,2,2,94118,0
8,25,4,3,6,1,94115,1
0,3,3,3,2,2,94110,0
7,25,3,3,2,2,94110,0
15,8,6,3,2,2,94118,0
0,25,1,3,2,2,94104,1
8,25,1,3,2,2,94104,1
6,2,1,3,2,2,94104,1
14,32,5,3,0,0,94117,1
14,32,2,3,0,2,94112,1
13,21,1,3,2,2,94104,0
13,25,1,3,2,2,94104,1
8,7,3,3,2,0,94102,0
0,0,5,3,2,2,94117,1
4,13,5,3,2,2,94117,1
8,7,7,3,2,0,94103,0
0,3,0,3,2,2,94124,0
4,26,7,3,1,3,94104,1
1,25,1,7,6,1,94108,1
0,3,9,7,4,0,94103,1
8,25,3,0,6,2,94114,0
5,24,4,0,6,2,94102,1
5,10,4,0,6,2,94102,1
16,25,6,0,6,2,94118,0
4,12,4,0,6,2,94102,1
0,3,4,0,6,2,94123,1
5,24,3,7,4,1,94110,1
4,27,3,7,4,2,94110,1
4,25,2,0,6,2,94112,1
7,25,3,0,6,0,94110,1
15,39,5,0,6,2,94117,0
8,25,1,3,2,0,94108,0
15,39,1,3,2,0,94108,0
15,39,3,3,2,0,94110,0
6,25,5,3,2,0,94117,0
6,25,5,3,2,0,94117,1
4,27,0,3,1,2,94158,1
8,23,8,0,6,0,94132,1
3,5,1,3,2,2,94104,1
7,25,2,3,2,0,94112,1
6,25,2,3,2,0,94112,1
11,34,1,3,0,1,94104,1
15,39,2,3,2,0,94112,0
0,3,0,3,2,0,94124,1
0,0,3,3,2,0,94110,0
0,0,4,3,2,0,94115,1
14,25,1,3,2,3,94104,1
15,39,8,3,2,1,94122,0
4,13,7,3,2,0,94103,1
13,22,1,3,2,1,94104,0
4,13,8,3,2,0,94122,1
0,25,3,3,2,1,94110,1
6,2,0,0,0,3,94124,1
0,4,4,0,0,3,94109,0
0,25,4,0,0,3,94109,0
8,25,4,0,0,3,94109,0
7,25,6,0,0,3,94118,1
8,25,3,0,0,3,94102,1
15,39,0,3,2,1,94134,0
4,27,3,3,0,0,94110,1
13,22,1,3,2,1,94111,1
11,34,4,3,2,0,94117,1
8,36,1,3,2,1,94104,0
11,34,6,3,3,3,94122,1
4,27,7,3,2,1,94103,1
13,22,7,3,3,3,94103,1
8,31,6,3,3,3,94122,0
10,25,5,0,4,2,94117,1
8,25,5,0,4,2,94117,1
4,13,7,3,3,3,94103,1
0,25,7,3,3,3,94103,1
10,25,7,3,3,3,94103,1
7,25,3,3,3,3,94110,1
4,26,0,3,3,3,94110,1
0,3,3,3,3,3,94103,0
1,25,1,0,4,0,94108,1
11,34,1,0,0,2,94104,1
14,25,4,7,6,1,94109,1
8,7,2,0,4,0,94110,0
15,8,5,0,4,0,94118,0
15,39,7,0,4,0,94103,0
8,7,2,0,4,0,94112,0
15,8,2,4,2,2,94134,0
4,29,7,4,2,2,94103,0
15,39,7,4,2,2,94103,0
6,25,6,4,2,2,94118,1
8,36,0,4,2,2,94134,0
4,27,0,4,0,1,94110,1
4,27,2,4,2,3,94110,1
11,34,2,4,2,2,94131,1
4,25,7,4,0,0,94103,1
4,14,7,4,0,0,94103,1
8,20,4,4,6,1,94102,1
0,3,1,4,0,1,94111,1
7,25,4,3,0,1,94109,1
10,6,4,3,0,1,94109,1
1,25,7,3,3,3,94105,0
6,25,7,3,3,3,94105,0
13,25,0,3,3,3,94158,1
0,35,9,0,0,2,94102,0
7,25,3,7,4,0,94110,1
5,25,3,7,4,0,94110,1
8,25,3,4,2,2,94102,0
15,39,3,4,2,2,94102,0
11,34,9,4,2,2,94102,1
0,17,7,3,3,3,94103,0
14,32,0,3,2,0,94158,1
2,25,9,3,3,2,94103,0
2,25,9,3,3,2,94103,0
8,25,9,3,3,2,94103,0
14,32,4,3,2,1,94102,1
7,25,4,3,3,2,94102,1
12,25,4,3,3,2,94102,1
0,35,1,3,3,2,94111,1
0,25,0,3,3,2,94124,0
8,25,3,3,2,1,94114,1
14,32,9,0,0,3,94103,1
4,27,4,0,0,2,94123,1
4,27,8,7,4,1,94116,1
14,32,4,0,0,3,94123,1
6,2,5,0,0,2,94131,1
14,32,5,7,4,0,94117,1
14,25,4,4,0,1,94117,1
6,25,5,4,2,0,94117,1
11,34,6,4,0,2,94122,1
8,9,1,3,1,2,94111,1
8,20,1,3,0,0,94108,1
10,6,7,3,3,2,94103,1
4,13,6,3,3,2,94115,1
8,25,7,3,2,2,94103,0
8,25,7,3,2,2,94103,0
12,38,7,3,2,2,94103,0
6,11,4,3,3,2,94109,1
4,12,1,3,6,0,94109,1
6,2,7,0,0,1,94103,1
6,11,1,0,4,0,94111,1
7,25,2,0,4,1,94110,1
16,25,2,0,4,1,94110,0
15,25,3,0,4,1,94158,0
7,25,4,0,0,3,94102,0
15,39,9,3,3,0,94102,0
6,25,4,3,3,0,94109,1
0,25,4,3,3,2,94102,0
1,25,2,3,0,1,94110,1
13,21,4,3,0,0,94109,1
7,25,6,3,3,0,94122,1
2,30,3,3,3,0,94110,0
4,25,6,3,3,0,94118,1
6,11,6,3,3,0,94118,1
4,13,7,3,3,0,94104,1
6,11,7,3,3,0,94104,1
4,28,2,3,3,0,94112,1
8,9,8,3,4,0,94127,1
15,8,4,0,0,0,94109,0
13,22,3,3,3,0,94102,1
7,25,0,3,3,0,94134,1
5,10,0,3,3,0,94134,1
0,3,9,3,2,1,94108,1
4,27,6,3,3,0,94122,1
6,2,0,3,3,0,94124,1
4,25,6,3,3,0,94118,0
8,25,6,3,3,0,94118,0
0,25,3,3,3,0,94110,0
16,25,3,3,3,0,94110,0
15,39,3,3,3,0,94110,0
5,10,0,3,3,0,94124,1
8,25,7,3,3,0,94105,0
15,8,7,3,3,0,94105,0
15,39,7,3,3,0,94105,0
0,35,1,3,3,0,94109,0
6,2,6,3,3,0,94122,1
0,35,2,2,6,0,94110,1
4,26,4,0,4,0,94109,1
8,7,0,0,0,2,94124,0
8,36,3,0,0,0,94158,1
6,2,0,0,0,0,94124,1
0,25,4,0,0,0,94115,0
8,25,7,3,3,1,94103,0
4,13,7,3,0,0,94103,1
3,5,7,3,0,0,94103,1
16,25,8,3,3,1,94122,0
16,25,8,3,3,1,94122,0
16,25,8,3,3,1,94122,0
16,25,8,3,3,1,94122,0
16,25,8,3,3,1,94122,0
8,25,8,3,3,1,94122,0
8,31,8,3,3,1,94122,0
8,25,8,3,3,1,94122,0
8,36,8,3,3,1,94122,0
0,0,8,0,0,1,94127,0
9,25,2,0,0,1,94112,1
5,10,7,0,4,0,94103,1
1,25,3,0,1,2,94102,1
13,22,6,0,4,0,94115,1
4,29,7,0,0,0,94103,0
16,25,7,0,0,0,94103,0
0,35,7,0,0,0,94103,0
0,4,2,3,3,1,94110,0
8,7,0,0,2,3,94110,0
11,34,5,0,0,2,94117,1
13,21,9,0,0,1,94103,1
7,25,6,0,4,1,94118,1
1,25,7,0,0,0,94105,1
14,32,0,0,3,1,94124,1
13,22,3,0,0,1,94102,0
11,25,7,0,0,1,94102,1
13,22,0,3,1,2,94107,1
14,32,0,3,3,1,94158,1
8,9,6,3,6,0,94118,1
2,30,4,3,1,2,94109,0
11,34,7,3,1,2,94102,1
14,25,3,3,2,2,94117,1
1,25,8,3,1,3,94122,1
4,27,8,3,1,3,94122,1
11,34,9,3,3,1,94103,1
6,2,8,3,1,2,94127,1
13,22,9,3,1,2,94102,1
